       PrDM      T090C      C0S/m Sbeox0ML/L       FlSP     Upoly0     Upoly1      Sal00  Sigma-t00 Potemp090C       SvDM      DepSM
   3146.000     1.6477   3.151612    2.94544 7.7631e-02  0.1592724  0.1575328    34.6734    27.7372     1.4135    1508.11   3105.553
   3147.000     1.6472   3.151620    2.94734 7.7956e-02  0.1585842  0.1568747    34.6736    27.7374     1.4129    1508.13   3106.533
   3148.000     1.6459   3.151545    2.94425 7.7408e-02  0.1530348  0.1503032    34.6735    27.7374     1.4116    1508.14   3107.513
   3149.000     1.6431   3.151364    2.94213 7.8087e-02  0.1542390  0.1511126    34.6738    27.7379     1.4087    1508.14   3108.493
   3150.000     1.6415   3.151262    2.94281 7.7427e-02  0.1612737  0.1556266    34.6739    27.7380     1.4070    1508.15   3109.473
   3151.000     1.6399   3.151160    2.95057 7.7784e-02  0.1623941  0.1557574    34.6739    27.7382     1.4054    1508.16   3110.453
   3152.000     1.6393   3.151153    2.95304 7.6915e-02  0.1549406  0.1531554    34.6740    27.7383     1.4047    1508.18   3111.433
   3153.000     1.6390   3.151169    2.94960 7.6876e-02  0.1492311  0.1511931    34.6740    27.7383     1.4043    1508.19   3112.413
   3154.000     1.6383   3.151151    2.95645 7.7142e-02  0.1519013  0.1504219    34.6741    27.7384     1.4035    1508.21   3113.393
   3155.000     1.6377   3.151129    2.95851 7.7411e-02  0.1584366  0.1562239    34.6741    27.7385     1.4028    1508.22   3114.372
   3156.000     1.6368   3.151100    2.94274 7.7411e-02  0.1566523  0.1562882    34.6742    27.7386     1.4019    1508.24   3115.352
   3157.000     1.6360   3.151069    2.95026 7.8955e-02  0.1564362  0.1512897    34.6742    27.7387     1.4010    1508.25   3116.332
   3158.000     1.6357   3.151085    2.95104 7.7334e-02  0.1550868  0.1490913    34.6742    27.7387     1.4006    1508.27   3117.312
   3159.000     1.6353   3.151074    2.95298 7.8010e-02  0.1539444  0.1532094    34.6741    27.7387     1.4001    1508.28   3118.292
   3160.000     1.6347   3.151067    2.94509 7.8336e-02  0.1555517  0.1573527    34.6742    27.7388     1.3994    1508.30   3119.272
   3161.000     1.6341   3.151051    2.95072 7.7887e-02  0.1636837  0.1552919    34.6742    27.7388     1.3987    1508.31   3120.252
   3162.000     1.6336   3.151058    2.94699 7.6806e-02  0.1547293  0.1509426    34.6744    27.7390     1.3981    1508.32   3121.232
   3163.000     1.6334   3.151066    2.94990 7.7941e-02  0.1565363  0.1506421    34.6743    27.7389     1.3978    1508.34   3122.212
   3164.000     1.6330   3.151080    2.94731 7.7492e-02  0.1564416  0.1516506    34.6743    27.7390     1.3974    1508.36   3123.192
   3165.000     1.6324   3.151069    2.94917 7.8002e-02  0.1598122  0.1528721    34.6744    27.7391     1.3967    1508.37   3124.172
   3166.000     1.6319   3.151063    2.95399 7.8285e-02  0.1624745  0.1535735    34.6744    27.7391     1.3961    1508.39   3125.152
   3167.000     1.6312   3.151047    2.95557 7.7345e-02  0.1513530  0.1508163    34.6745    27.7393     1.3953    1508.40   3126.132
   3168.000     1.6306   3.151033    2.94720 7.7572e-02  0.1513535  0.1459185    34.6745    27.7393     1.3946    1508.41   3127.112
   3169.000     1.6301   3.151018    2.95426 7.7658e-02  0.1575439  0.1558443    34.6745    27.7393     1.3940    1508.43   3128.092
   3170.000     1.6286   3.150941    2.95916 7.7862e-02  0.1595129  0.1600744    34.6746    27.7396     1.3925    1508.44   3129.071
   3171.000     1.6277   3.150901    2.96202 7.6472e-02  0.1568870  0.1551002    34.6747    27.7397     1.3915    1508.45   3130.051
   3172.000     1.6271   3.150896    2.97341 7.8431e-02  0.1479104  0.1519257    34.6747    27.7398     1.3908    1508.47   3131.031
   3173.000     1.6265   3.150873    2.96082 7.6761e-02  0.1515057  0.1535644    34.6747    27.7398     1.3901    1508.48   3132.011
   3174.000     1.6259   3.150860    2.96721 7.8175e-02  0.1620738  0.1561430    34.6747    27.7398     1.3894    1508.50   3132.991
   3175.000     1.6249   3.150819    2.97494 7.8743e-02  0.1606943  0.1530442    34.6748    27.7400     1.3883    1508.51   3133.971
   3176.000     1.6242   3.150804    2.95529 7.7218e-02  0.1546798  0.1527227    34.6749    27.7402     1.3875    1508.52   3134.951
   3177.000     1.6240   3.150813    2.97288 7.6462e-02  0.1538561  0.1482372    34.6748    27.7401     1.3872    1508.54   3135.931
   3178.000     1.6238   3.150838    2.97046 7.7453e-02  0.1552853  0.1575023    34.6749    27.7401     1.3870    1508.56   3136.910
   3179.000     1.6235   3.150852    2.96903 7.8144e-02  0.1599236  0.1576505    34.6749    27.7402     1.3866    1508.57   3137.890
   3180.000     1.6232   3.150859    2.97079 7.6923e-02  0.1542066  0.1587391    34.6749    27.7402     1.3862    1508.59   3138.870
   3181.000     1.6229   3.150877    2.97184 7.7408e-02  0.1502418  0.1471794    34.6749    27.7402     1.3858    1508.60   3139.850
   3182.000     1.6227   3.150898    2.96584 7.7093e-02  0.1544099  0.1541187    34.6749    27.7403     1.3855    1508.62   3140.830
   3183.000     1.6221   3.150891    2.97330 7.7582e-02  0.1538425  0.1591003    34.6751    27.7404     1.3848    1508.63   3141.810
   3184.000     1.6211   3.150840    2.97434 7.8147e-02  0.1641407  0.1583773    34.6750    27.7405     1.3837    1508.65   3142.790
   3185.000     1.6205   3.150834    2.97224 7.6938e-02  0.1569226  0.1529763    34.6751    27.7406     1.3831    1508.66   3143.769
   3186.000     1.6203   3.150851    2.97098 7.8222e-02  0.1437540  0.1491402    34.6751    27.7405     1.3828    1508.68   3144.749
   3187.000     1.6203   3.150889    2.97164 7.7984e-02  0.1566460  0.1538889    34.6751    27.7405     1.3827    1508.69   3145.729
   3188.000     1.6204   3.150931    2.97075 7.7660e-02  0.1637123  0.1569781    34.6751    27.7406     1.3827    1508.71   3146.709
   3189.000     1.6204   3.150969    2.98012 7.7687e-02  0.1575448  0.1515700    34.6751    27.7406     1.3826    1508.73   3147.689
   3190.000     1.6204   3.151006    2.97758 7.7997e-02  0.1465506  0.1522581    34.6751    27.7405     1.3825    1508.75   3148.668
   3191.000     1.6205   3.151056    2.97823 7.8707e-02  0.1543662  0.1567997    34.6751    27.7406     1.3825    1508.76   3149.648
   3192.000     1.6206   3.151101    2.97643 7.7906e-02  0.1627847  0.1545766    34.6751    27.7406     1.3825    1508.78   3150.628
   3193.000     1.6207   3.151147    2.97774 7.8486e-02  0.1528463  0.1530512    34.6752    27.7406     1.3825    1508.80   3151.608
   3194.000     1.6206   3.151174    2.97373 7.6263e-02  0.1562964  0.1458371    34.6751    27.7406     1.3823    1508.82   3152.588
   3195.000     1.6204   3.151188    2.97730 7.6920e-02  0.1500455  0.1465171    34.6751    27.7406     1.3820    1508.83   3153.567
   3196.000     1.6198   3.151190    2.97481 7.7576e-02  0.1588894  0.1554473    34.6753    27.7408     1.3813    1508.85   3154.547
   3197.000     1.6191   3.151161    2.97638 7.6329e-02  0.1585684  0.1557321    34.6753    27.7408     1.3805    1508.86   3155.527
   3198.000     1.6182   3.151127    2.98033 7.6870e-02  0.1559160  0.1490744    34.6753    27.7409     1.3796    1508.87   3156.507
   3199.000     1.6175   3.151105    2.97815 7.7210e-02  0.1541076  0.1512875    34.6754    27.7410     1.3787    1508.89   3157.487
   3200.000     1.6173   3.151130    2.98159 7.7716e-02  0.1565104  0.1537196    34.6754    27.7410     1.3785    1508.90   3158.466
   3201.000     1.6173   3.151162    2.99202 7.8864e-02  0.1621286  0.1538922    34.6754    27.7410     1.3783    1508.92   3159.446
   3202.000     1.6172   3.151192    2.97824 7.6803e-02  0.1522248  0.1556464    34.6754    27.7410     1.3781    1508.94   3160.426
   3203.000     1.6173   3.151240    2.97724 7.7236e-02  0.1513574  0.1463259    34.6754    27.7410     1.3782    1508.95   3161.406
   3204.000     1.6173   3.151280    2.99013 7.7375e-02  0.1528414  0.1537062    34.6754    27.7410     1.3781    1508.97   3162.385
   3205.000     1.6174   3.151328    2.99016 7.8199e-02  0.1582316  0.1560079    34.6755    27.7411     1.3781    1508.99   3163.365
   3206.000     1.6175   3.151365    2.98369 7.7097e-02  0.1572919  0.1537469    34.6754    27.7410     1.3781    1509.01   3164.345
   3207.000     1.6176   3.151417    2.97515 7.7601e-02  0.1500415  0.1493658    34.6755    27.7411     1.3780    1509.02   3165.325
   3208.000     1.6176   3.151455    2.98378 7.6782e-02  0.1476040  0.1514898    34.6755    27.7411     1.3780    1509.04   3166.304
   3209.000     1.6177   3.151503    2.97595 7.8352e-02  0.1538854  0.1556951    34.6755    27.7411     1.3779    1509.06   3167.284
   3210.000     1.6177   3.151544    2.98060 7.6956e-02  0.1613195  0.1593154    34.6755    27.7411     1.3779    1509.08   3168.264
   3211.000     1.6177   3.151589    2.98655 7.8697e-02  0.1589187  0.1510779    34.6756    27.7412     1.3778    1509.09   3169.243
   3212.000     1.6179   3.151630    2.98519 7.7504e-02  0.1556572  0.1502835    34.6755    27.7411     1.3779    1509.11   3170.223
   3213.000     1.6180   3.151670    2.98112 7.7909e-02  0.1561479  0.1521107    34.6755    27.7410     1.3778    1509.13   3171.203
   3214.000     1.6179   3.151705    2.99261 7.6766e-02  0.1590053  0.1526802    34.6755    27.7411     1.3776    1509.15   3172.183
   3215.000     1.6180   3.151748    2.97484 7.8433e-02  0.1548458  0.1551807    34.6755    27.7411     1.3777    1509.16   3173.162
   3216.000     1.6179   3.151786    2.97041 7.8171e-02  0.1541182  0.1492787    34.6756    27.7411     1.3775    1509.18   3174.142
   3217.000     1.6180   3.151835    2.98444 7.6982e-02  0.1512976  0.1486154    34.6756    27.7412     1.3775    1509.20   3175.122
   3218.000     1.6180   3.151868    2.98404 7.7383e-02  0.1532793  0.1521276    34.6756    27.7412     1.3774    1509.21   3176.101
   3219.000     1.6180   3.151905    2.98866 7.7094e-02  0.1588515  0.1558068    34.6756    27.7411     1.3773    1509.23   3177.081
   3220.000     1.6181   3.151948    2.98535 7.8143e-02  0.1559225  0.1562942    34.6756    27.7411     1.3773    1509.25   3178.061
   3221.000     1.6174   3.151928    2.97864 7.7097e-02  0.1489754  0.1512611    34.6756    27.7412     1.3765    1509.26   3179.040
   3222.000     1.6170   3.151933    2.97333 7.7888e-02  0.1528947  0.1465904    34.6757    27.7413     1.3760    1509.28   3180.020
   3223.000     1.6164   3.151911    2.99646 7.8822e-02  0.1535312  0.1532961    34.6756    27.7413     1.3753    1509.29   3181.000
   3224.000     1.6159   3.151915    2.98719 7.8506e-02  0.1592986  0.1571483    34.6757    27.7414     1.3747    1509.31   3181.979
   3225.000     1.6153   3.151906    2.98790 7.8282e-02  0.1591535  0.1542767    34.6758    27.7415     1.3741    1509.32   3182.959
   3226.000     1.6149   3.151907    2.99537 7.7580e-02  0.1491516  0.1482823    34.6758    27.7415     1.3736    1509.34   3183.939
   3227.000     1.6149   3.151942    2.98656 7.6628e-02  0.1496357  0.1509581    34.6758    27.7415     1.3734    1509.35   3184.918
   3228.000     1.6149   3.151980    2.99258 7.7404e-02  0.1572895  0.1558271    34.6758    27.7415     1.3734    1509.37   3185.898
   3229.000     1.6150   3.152021    2.99559 7.8152e-02  0.1625150  0.1583543    34.6757    27.7414     1.3734    1509.39   3186.878
   3230.000     1.6150   3.152067    2.98884 7.7827e-02  0.1544581  0.1573801    34.6758    27.7416     1.3733    1509.41   3187.857
   3231.000     1.6150   3.152105    2.98454 7.9221e-02  0.1550758  0.1526097    34.6758    27.7415     1.3732    1509.42   3188.837
   3232.000     1.6151   3.152143    2.99006 7.7565e-02  0.1580525  0.1477238    34.6758    27.7415     1.3732    1509.44   3189.817
   3233.000     1.6152   3.152184    2.99332 7.6969e-02  0.1613203  0.1526186    34.6757    27.7415     1.3731    1509.46   3190.796
   3234.000     1.6152   3.152222    2.98367 7.8200e-02  0.1533600  0.1548575    34.6757    27.7414     1.3731    1509.48   3191.776
   3235.000     1.6152   3.152266    2.99577 7.8086e-02  0.1513289  0.1540257    34.6758    27.7415     1.3730    1509.49   3192.755
   3236.000     1.6152   3.152299    2.98720 7.7301e-02  0.1491740  0.1516162    34.6757    27.7415     1.3729    1509.51   3193.735
   3237.000     1.6153   3.152341    2.99011 7.8071e-02  0.1550979  0.1548461    34.6757    27.7414     1.3729    1509.53   3194.715
   3238.000     1.6155   3.152393    2.99710 7.6828e-02  0.1604447  0.1495495    34.6757    27.7415     1.3729    1509.54   3195.694
   3239.000     1.6156   3.152435    2.98992 7.8021e-02  0.1548745  0.1525333    34.6757    27.7414     1.3729    1509.56   3196.674
   3240.000     1.6156   3.152471    2.98184 7.7443e-02  0.1496544  0.1518765    34.6756    27.7413     1.3729    1509.58   3197.653
   3241.000     1.6156   3.152511    2.99525 7.7844e-02  0.1542653  0.1530043    34.6757    27.7414     1.3728    1509.60   3198.633
   3242.000     1.6151   3.152510    3.00104 7.7508e-02  0.1618676  0.1587724    34.6757    27.7415     1.3722    1509.61   3199.613
   3243.000     1.6141   3.152460    2.98904 7.8464e-02  0.1548025  0.1587302    34.6758    27.7416     1.3710    1509.62   3200.592
   3244.000     1.6140   3.152495    2.99056 7.8792e-02  0.1505309  0.1476682    34.6759    27.7417     1.3708    1509.64   3201.572
   3245.000     1.6137   3.152502    2.98403 7.7286e-02  0.1499689  0.1496550    34.6758    27.7416     1.3705    1509.66   3202.551
   3246.000     1.6130   3.152487    2.99225 7.6929e-02  0.1564102  0.1548995    34.6759    27.7417     1.3698    1509.67   3203.531
   3247.000     1.6129   3.152500    2.99795 7.8183e-02  0.1560968  0.1546310    34.6757    27.7416     1.3695    1509.69   3204.510
   3248.000     1.6126   3.152511    2.99737 7.8588e-02  0.1573132  0.1520244    34.6757    27.7416     1.3691    1509.70   3205.490
   3249.000     1.6125   3.152538    2.99387 7.7385e-02  0.1494162  0.1540483    34.6757    27.7416     1.3689    1509.72   3206.469
   3250.000     1.6121   3.152545    2.99003 7.7339e-02  0.1543909  0.1570130    34.6758    27.7417     1.3684    1509.73   3207.449
   3251.000     1.6111   3.152496    2.99062 7.7606e-02  0.1610493  0.1563790    34.6758    27.7419     1.3673    1509.75   3208.429
   3252.000     1.6109   3.152512    2.99654 7.7377e-02  0.1515015  0.1505960    34.6758    27.7418     1.3670    1509.76   3209.408
   3253.000     1.6108   3.152545    2.99788 7.7583e-02  0.1516256  0.1469592    34.6758    27.7419     1.3669    1509.78   3210.388
   3254.000     1.6103   3.152547    2.99796 7.7441e-02  0.1578901  0.1492008    34.6760    27.7420     1.3663    1509.80   3211.367
   3255.000     1.6101   3.152563    3.00188 7.8064e-02  0.1583169  0.1586060    34.6759    27.7420     1.3660    1509.81   3212.347
   3256.000     1.6099   3.152591    2.98920 7.6478e-02  0.1563096  0.1544728    34.6760    27.7420     1.3657    1509.83   3213.326
   3257.000     1.6099   3.152628    2.99711 7.6109e-02  0.1544738  0.1527888    34.6760    27.7420     1.3656    1509.84   3214.306
   3258.000     1.6100   3.152673    3.00431 7.8317e-02  0.1491884  0.1519286    34.6760    27.7420     1.3656    1509.86   3215.285
   3259.000     1.6100   3.152706    2.99804 7.6927e-02  0.1537016  0.1515090    34.6760    27.7421     1.3655    1509.88   3216.265
   3260.000     1.6097   3.152721    2.99974 7.7944e-02  0.1624270  0.1554732    34.6760    27.7421     1.3651    1509.90   3217.244
   3261.000     1.6095   3.152736    3.00892 7.7216e-02  0.1479237  0.1526131    34.6759    27.7421     1.3648    1509.91   3218.224
   3262.000     1.6093   3.152765    2.99933 7.8342e-02  0.1501560  0.1491654    34.6761    27.7422     1.3645    1509.93   3219.203
   3263.000     1.6094   3.152802    2.99229 7.8471e-02  0.1542090  0.1493842    34.6760    27.7421     1.3645    1509.94   3220.183
   3264.000     1.6095   3.152846    2.99484 7.7361e-02  0.1608738  0.1539555    34.6760    27.7421     1.3645    1509.96   3221.162
   3265.000     1.6095   3.152887    2.99984 7.6510e-02  0.1559921  0.1559768    34.6761    27.7421     1.3644    1509.98   3222.142
   3266.000     1.6095   3.152925    3.00870 7.7669e-02  0.1479081  0.1461927    34.6761    27.7422     1.3643    1510.00   3223.121
   3267.000     1.6094   3.152955    3.00139 7.7534e-02  0.1495115  0.1486414    34.6761    27.7422     1.3641    1510.01   3224.101
   3268.000     1.6094   3.152993    2.99564 7.6507e-02  0.1457775  0.1518887    34.6760    27.7421     1.3640    1510.03   3225.080
   3269.000     1.6095   3.153032    3.00555 7.7368e-02  0.1551610  0.1513532    34.6760    27.7421     1.3640    1510.05   3226.060
   3270.000     1.6096   3.153086    2.99984 7.6923e-02  0.1584558  0.1518487    34.6761    27.7422     1.3640    1510.07   3227.039
   3271.000     1.6096   3.153116    3.00487 7.7918e-02  0.1546855  0.1525684    34.6760    27.7421     1.3639    1510.08   3228.018
   3272.000     1.6096   3.153159    2.99763 7.7266e-02  0.1521798  0.1480716    34.6761    27.7422     1.3638    1510.10   3228.998
   3273.000     1.6097   3.153204    2.99335 7.6928e-02  0.1490490  0.1503183    34.6761    27.7422     1.3638    1510.12   3229.977
   3274.000     1.6097   3.153246    3.00373 7.7077e-02  0.1599271  0.1558321    34.6761    27.7422     1.3637    1510.13   3230.957
   3275.000     1.6098   3.153290    3.00486 7.6604e-02  0.1601053  0.1559329    34.6762    27.7422     1.3637    1510.15   3231.936
   3276.000     1.6098   3.153324    3.00747 7.6337e-02  0.1551655  0.1529674    34.6761    27.7422     1.3636    1510.17   3232.916
   3277.000     1.6098   3.153366    2.99860 7.6891e-02  0.1511160  0.1522954    34.6762    27.7422     1.3635    1510.19   3233.895
   3278.000     1.6099   3.153398    3.00359 7.7105e-02  0.1571294  0.1565468    34.6761    27.7421     1.3635    1510.20   3234.875
   3279.000     1.6099   3.153440    2.99646 7.6407e-02  0.1582502  0.1568490    34.6761    27.7422     1.3634    1510.22   3235.854
   3280.000     1.6099   3.153481    2.99951 7.6709e-02  0.1554259  0.1546622    34.6762    27.7422     1.3633    1510.24   3236.833
   3281.000     1.6099   3.153526    3.00355 7.8115e-02  0.1498190  0.1513774    34.6763    27.7423     1.3632    1510.26   3237.813
   3282.000     1.6096   3.153535    3.01133 7.6514e-02  0.1511401  0.1507311    34.6762    27.7423     1.3628    1510.27   3238.792
   3283.000     1.6089   3.153518    3.00624 7.6828e-02  0.1561515  0.1550411    34.6763    27.7424     1.3620    1510.29   3239.772
   3284.000     1.6084   3.153513    2.99465 7.7892e-02  0.1634875  0.1596842    34.6764    27.7425     1.3614    1510.30   3240.751
   3285.000     1.6078   3.153497    3.01247 7.7545e-02  0.1614950  0.1527860    34.6764    27.7425     1.3607    1510.31   3241.730
   3286.000     1.6072   3.153484    3.00832 7.8520e-02  0.1502707  0.1483438    34.6764    27.7426     1.3600    1510.33   3242.710
   3287.000     1.6068   3.153497    3.01582 7.8609e-02  0.1457954  0.1488549    34.6765    27.7427     1.3596    1510.34   3243.689
   3288.000     1.6065   3.153502    3.01187 7.6492e-02  0.1516740  0.1554808    34.6765    27.7427     1.3591    1510.36   3244.669
   3289.000     1.6058   3.153490    3.01421 7.7212e-02  0.1634845  0.1583932    34.6765    27.7428     1.3584    1510.37   3245.648
   3290.000     1.6056   3.153509    3.00996 7.6980e-02  0.1569644  0.1546119    34.6766    27.7429     1.3581    1510.39   3246.627
   3291.000     1.6054   3.153532    3.00758 7.6874e-02  0.1553980  0.1494541    34.6766    27.7429     1.3578    1510.41   3247.607
   3292.000     1.6050   3.153537    3.01629 7.8242e-02  0.1516603  0.1475367    34.6766    27.7429     1.3574    1510.42   3248.586
   3293.000     1.6049   3.153564    3.00780 7.7476e-02  0.1581707  0.1502362    34.6767    27.7430     1.3571    1510.44   3249.565
   3294.000     1.6047   3.153586    3.00681 7.8291e-02  0.1579811  0.1561150    34.6766    27.7430     1.3569    1510.46   3250.545
   3295.000     1.6039   3.153556    3.01769 7.7436e-02  0.1623189  0.1526313    34.6767    27.7431     1.3560    1510.47   3251.524
   3296.000     1.6037   3.153566    3.02068 7.6613e-02  0.1511479  0.1499972    34.6767    27.7431     1.3556    1510.49   3252.503
   3297.000     1.6034   3.153581    3.01987 7.6748e-02  0.1490250  0.1496224    34.6766    27.7431     1.3553    1510.50   3253.483
   3298.000     1.6027   3.153570    3.00570 7.7514e-02  0.1569697  0.1532324    34.6768    27.7433     1.3545    1510.51   3254.462
   3299.000     1.6020   3.153544    3.01484 7.7518e-02  0.1572554  0.1567699    34.6768    27.7433     1.3537    1510.53   3255.441
   3300.000     1.6015   3.153535    3.01556 7.8004e-02  0.1585160  0.1550050    34.6768    27.7433     1.3531    1510.54   3256.421
   3301.000     1.6014   3.153567    3.02453 7.7048e-02  0.1515295  0.1494133    34.6768    27.7433     1.3529    1510.56   3257.400
   3302.000     1.6014   3.153604    3.01783 7.8651e-02  0.1564471  0.1541070    34.6769    27.7434     1.3528    1510.58   3258.379
   3303.000     1.6011   3.153618    3.01547 7.6653e-02  0.1618554  0.1565737    34.6769    27.7435     1.3524    1510.59   3259.358
   3304.000     1.6007   3.153617    3.01143 7.7999e-02  0.1518054  0.1546581    34.6769    27.7434     1.3519    1510.61   3260.338
   3305.000     1.6003   3.153626    3.01135 7.5746e-02  0.1546445  0.1503362    34.6769    27.7435     1.3515    1510.62   3261.317
   3306.000     1.5996   3.153608    3.02467 7.7117e-02  0.1516851  0.1514128    34.6770    27.7436     1.3507    1510.64   3262.297
   3307.000     1.5990   3.153587    3.02931 7.6870e-02  0.1569238  0.1540720    34.6769    27.7436     1.3500    1510.65   3263.276
   3308.000     1.5987   3.153607    3.02710 7.6283e-02  0.1622224  0.1547119    34.6771    27.7437     1.3496    1510.67   3264.255
   3309.000     1.5987   3.153637    3.02402 7.8181e-02  0.1523298  0.1500318    34.6770    27.7437     1.3495    1510.69   3265.235
   3310.000     1.5987   3.153671    3.03173 7.7648e-02  0.1521370  0.1467265    34.6769    27.7436     1.3494    1510.70   3266.214
   3311.000     1.5987   3.153699    3.02365 7.7681e-02  0.1543358  0.1508277    34.6769    27.7436     1.3492    1510.72   3267.193
   3312.000     1.5986   3.153736    3.02596 7.5616e-02  0.1579009  0.1538456    34.6769    27.7437     1.3491    1510.74   3268.172
   3313.000     1.5984   3.153760    3.02358 7.7097e-02  0.1526735  0.1513873    34.6770    27.7437     1.3488    1510.75   3269.152
   3314.000     1.5979   3.153749    3.02364 7.6072e-02  0.1523550  0.1477527    34.6770    27.7438     1.3482    1510.77   3270.131
   3315.000     1.5975   3.153753    3.02722 7.6182e-02  0.1535168  0.1541103    34.6770    27.7438     1.3477    1510.78   3271.110
   3316.000     1.5974   3.153787    3.02711 7.7658e-02  0.1573462  0.1574948    34.6770    27.7438     1.3475    1510.80   3272.089
   3317.000     1.5974   3.153824    3.01801 7.6447e-02  0.1524062  0.1539304    34.6771    27.7439     1.3474    1510.82   3273.069
   3318.000     1.5971   3.153840    3.02955 7.6577e-02  0.1530363  0.1513860    34.6772    27.7440     1.3470    1510.83   3274.048
   3319.000     1.5970   3.153863    3.03585 7.6149e-02  0.1592188  0.1548316    34.6771    27.7439     1.3468    1510.85   3275.027
   3320.000     1.5969   3.153899    3.02888 7.6006e-02  0.1600824  0.1558099    34.6772    27.7440     1.3466    1510.87   3276.006
   3321.000     1.5966   3.153912    3.02196 7.6908e-02  0.1587980  0.1551318    34.6772    27.7440     1.3462    1510.88   3276.986
   3322.000     1.5964   3.153937    3.02486 7.6588e-02  0.1562673  0.1467025    34.6773    27.7441     1.3460    1510.90   3277.965
   3323.000     1.5964   3.153974    3.02881 7.7088e-02  0.1530135  0.1476123    34.6773    27.7441     1.3459    1510.92   3278.944
   3324.000     1.5964   3.154004    3.02966 7.7371e-02  0.1586580  0.1546727    34.6772    27.7440     1.3458    1510.93   3279.923
   3325.000     1.5964   3.154037    3.03244 7.8184e-02  0.1545381  0.1552044    34.6772    27.7440     1.3456    1510.95   3280.903
   3326.000     1.5961   3.154054    3.03173 7.7422e-02  0.1544336  0.1539286    34.6772    27.7441     1.3452    1510.97   3281.882
   3327.000     1.5958   3.154070    3.02816 7.6569e-02  0.1497897  0.1513600    34.6773    27.7442     1.3449    1510.98   3282.861
   3328.000     1.5953   3.154054    3.02688 7.7195e-02  0.1548074  0.1521906    34.6772    27.7441     1.3442    1511.00   3283.840
   3329.000     1.5940   3.153985    3.03003 7.5919e-02  0.1555932  0.1571382    34.6773    27.7443     1.3429    1511.01   3284.819
   3330.000     1.5935   3.153990    3.03419 7.7355e-02  0.1579314  0.1603108    34.6774    27.7444     1.3423    1511.02   3285.799
   3331.000     1.5935   3.154027    3.03147 7.7077e-02  0.1501327  0.1572130    34.6775    27.7445     1.3422    1511.04   3286.778
   3332.000     1.5932   3.154047    3.03908 7.7208e-02  0.1523073  0.1529293    34.6776    27.7446     1.3418    1511.06   3287.757
   3333.000     1.5932   3.154078    3.04169 7.7649e-02  0.1540787  0.1528465    34.6775    27.7446     1.3417    1511.07   3288.736
   3334.000     1.5933   3.154116    3.04150 7.7274e-02  0.1590470  0.1574794    34.6774    27.7444     1.3417    1511.09   3289.715
   3335.000     1.5933   3.154157    3.04008 7.6738e-02  0.1571338  0.1530316    34.6775    27.7445     1.3416    1511.11   3290.694
   3336.000     1.5932   3.154195    3.04228 7.7277e-02  0.1532077  0.1527369    34.6776    27.7445     1.3414    1511.12   3291.674
   3337.000     1.5933   3.154229    3.03452 7.5341e-02  0.1470239  0.1517995    34.6775    27.7445     1.3414    1511.14   3292.653
   3338.000     1.5934   3.154278    3.02929 7.7064e-02  0.1544317  0.1500235    34.6776    27.7446     1.3414    1511.16   3293.632
   3339.000     1.5932   3.154300    3.03847 7.6485e-02  0.1606611  0.1495800    34.6776    27.7446     1.3411    1511.17   3294.611
   3340.000     1.5931   3.154332    3.04121 7.8045e-02  0.1573314  0.1523181    34.6776    27.7446     1.3409    1511.19   3295.590
   3341.000     1.5926   3.154332    3.04334 7.6960e-02  0.1537362  0.1492772    34.6777    27.7447     1.3403    1511.21   3296.569
   3342.000     1.5924   3.154352    3.04061 7.7497e-02  0.1582374  0.1515734    34.6778    27.7448     1.3400    1511.22   3297.549
   3343.000     1.5923   3.154383    3.04329 7.6500e-02  0.1573627  0.1538950    34.6777    27.7448     1.3398    1511.24   3298.528
   3344.000     1.5922   3.154413    3.04151 7.8373e-02  0.1598735  0.1555582    34.6778    27.7448     1.3396    1511.26   3299.507
   3345.000     1.5918   3.154418    3.05649 7.7588e-02  0.1502926  0.1473407    34.6778    27.7449     1.3392    1511.27   3300.486
   3346.000     1.5912   3.154411    3.04203 7.8137e-02  0.1533117  0.1465646    34.6779    27.7450     1.3384    1511.29   3301.465
   3347.000     1.5905   3.154385    3.05278 7.6329e-02  0.1582033  0.1546119    34.6779    27.7450     1.3377    1511.30   3302.444
   3348.000     1.5900   3.154376    3.05248 7.8009e-02  0.1611560  0.1530581    34.6779    27.7451     1.3371    1511.32   3303.423
   3349.000     1.5893   3.154354    3.05324 7.6395e-02  0.1572569  0.1486493    34.6779    27.7452     1.3363    1511.33   3304.403
   3350.000     1.5884   3.154318    3.05403 7.5173e-02  0.1548232  0.1472110    34.6780    27.7453     1.3353    1511.34   3305.382
   3351.000     1.5881   3.154330    3.04459 7.6365e-02  0.1519082  0.1502889    34.6780    27.7453     1.3349    1511.36   3306.361
   3352.000     1.5874   3.154310    3.04663 7.6907e-02  0.1587671  0.1567539    34.6780    27.7454     1.3341    1511.37   3307.340
   3353.000     1.5867   3.154292    3.04882 7.5529e-02  0.1612924  0.1575686    34.6781    27.7455     1.3334    1511.39   3308.319
   3354.000     1.5857   3.154239    3.05107 7.6032e-02  0.1522700  0.1534820    34.6781    27.7456     1.3322    1511.40   3309.298
   3355.000     1.5842   3.154159    3.05433 7.7441e-02  0.1528623  0.1490140    34.6783    27.7458     1.3307    1511.41   3310.277
   3356.000     1.5836   3.154134    3.05440 7.7347e-02  0.1471377  0.1506976    34.6782    27.7458     1.3300    1511.42   3311.256
