       PrDM      T090C      C0S/m Sbeox0ML/L       FlSP     Upoly0     Upoly1      Sal00  Sigma-t00 Potemp090C       SvDM      DepSM
   3357.000     1.5829   3.154115    3.06800 7.6778e-02  0.1548803  0.1514161    34.6782    27.7458     1.3292    1511.44   3312.235
   3358.000     1.5825   3.154118    3.07046 7.6303e-02  0.1539270  0.1526925    34.6783    27.7459     1.3287    1511.45   3313.214
   3359.000     1.5815   3.154072    3.05586 7.5590e-02  0.1542582  0.1466806    34.6782    27.7460     1.3277    1511.47   3314.193
   3360.000     1.5797   3.153965    3.06147 7.7220e-02  0.1539986  0.1521222    34.6785    27.7463     1.3258    1511.48   3315.172
   3361.000     1.5780   3.153866    3.06686 7.7160e-02  0.1534047  0.1598633    34.6786    27.7465     1.3241    1511.49   3316.151
   3362.000     1.5763   3.153761    3.07338 7.8028e-02  0.1567686  0.1563049    34.6787    27.7467     1.3223    1511.50   3317.131
   3363.000     1.5747   3.153669    3.07441 7.7081e-02  0.1520056  0.1482805    34.6788    27.7469     1.3206    1511.51   3318.109
   3364.000     1.5735   3.153600    3.07783 7.6064e-02  0.1502899  0.1472703    34.6788    27.7470     1.3193    1511.52   3319.089
   3365.000     1.5727   3.153576    3.08400 7.7064e-02  0.1519278  0.1511283    34.6788    27.7471     1.3185    1511.53   3320.068
   3366.000     1.5725   3.153588    3.07443 7.7601e-02  0.1535885  0.1566855    34.6788    27.7471     1.3181    1511.55   3321.047
   3367.000     1.5725   3.153619    3.07410 7.6657e-02  0.1578411  0.1563370    34.6788    27.7471     1.3180    1511.57   3322.026
   3368.000     1.5723   3.153644    3.08258 7.7286e-02  0.1514389  0.1491820    34.6788    27.7471     1.3178    1511.58   3323.005
   3369.000     1.5721   3.153662    3.08492 7.6128e-02  0.1462226  0.1514840    34.6788    27.7471     1.3174    1511.60   3323.984
   3370.000     1.5713   3.153638    3.07472 7.8155e-02  0.1553749  0.1582797    34.6789    27.7473     1.3166    1511.61   3324.963
   3371.000     1.5702   3.153592    3.08845 7.7275e-02  0.1585160  0.1551793    34.6790    27.7474     1.3154    1511.62   3325.942
   3372.000     1.5698   3.153590    3.07989 7.6560e-02  0.1563530  0.1503156    34.6790    27.7474     1.3150    1511.64   3326.921
   3373.000     1.5697   3.153625    3.07955 7.6105e-02  0.1528192  0.1434654    34.6790    27.7475     1.3148    1511.66   3327.900
   3374.000     1.5688   3.153586    3.08513 7.7231e-02  0.1480865  0.1483908    34.6791    27.7476     1.3138    1511.67   3328.879
   3375.000     1.5683   3.153583    3.09335 7.6990e-02  0.1540898  0.1530115    34.6792    27.7477     1.3132    1511.68   3329.858
   3376.000     1.5682   3.153621    3.08717 7.6338e-02  0.1551817  0.1550055    34.6793    27.7478     1.3130    1511.70   3330.837
   3377.000     1.5680   3.153630    3.08118 7.6755e-02  0.1482589  0.1534064    34.6792    27.7477     1.3127    1511.72   3331.816
   3378.000     1.5677   3.153649    3.10024 7.7292e-02  0.1484614  0.1477727    34.6793    27.7478     1.3123    1511.73   3332.795
   3379.000     1.5676   3.153671    3.10002 7.7752e-02  0.1535435  0.1510673    34.6793    27.7478     1.3120    1511.75   3333.774
   3380.000     1.5673   3.153684    3.09784 7.6365e-02  0.1552658  0.1573889    34.6793    27.7479     1.3117    1511.77   3334.753
   3381.000     1.5671   3.153692    3.09958 7.7056e-02  0.1525239  0.1506347    34.6792    27.7478     1.3114    1511.78   3335.732
   3382.000     1.5665   3.153686    3.09340 7.5526e-02  0.1536940  0.1486301    34.6792    27.7479     1.3107    1511.80   3336.711
   3383.000     1.5657   3.153659    3.10092 7.6715e-02  0.1505010  0.1507042    34.6794    27.7481     1.3098    1511.81   3337.690
   3384.000     1.5645   3.153596    3.10295 7.6574e-02  0.1560419  0.1541253    34.6794    27.7482     1.3085    1511.82   3338.669
   3385.000     1.5624   3.153462    3.09859 7.4794e-02  0.1588346  0.1534385    34.6795    27.7484     1.3064    1511.83   3339.648
   3386.000     1.5618   3.153455    3.10217 7.6451e-02  0.1509689  0.1489750    34.6796    27.7485     1.3057    1511.84   3340.627
   3387.000     1.5613   3.153450    3.11102 7.6639e-02  0.1486685  0.1483473    34.6797    27.7486     1.3051    1511.86   3341.605
   3388.000     1.5612   3.153475    3.10920 7.5861e-02  0.1596339  0.1556134    34.6797    27.7486     1.3049    1511.88   3342.584
   3389.000     1.5611   3.153513    3.11685 7.6863e-02  0.1620639  0.1538440    34.6797    27.7487     1.3047    1511.89   3343.563
   3390.000     1.5611   3.153538    3.12027 7.6517e-02  0.1519260  0.1496158    34.6796    27.7486     1.3046    1511.91   3344.542
   3391.000     1.5611   3.153583    3.10868 7.6234e-02  0.1514673  0.1474867    34.6797    27.7487     1.3045    1511.93   3345.521
   3392.000     1.5610   3.153611    3.10611 7.6911e-02  0.1519266  0.1491335    34.6797    27.7486     1.3044    1511.94   3346.500
   3393.000     1.5610   3.153651    3.11292 7.7298e-02  0.1507678  0.1529945    34.6798    27.7487     1.3042    1511.96   3347.479
   3394.000     1.5605   3.153645    3.10773 7.6881e-02  0.1524050  0.1544924    34.6798    27.7488     1.3036    1511.98   3348.458
   3395.000     1.5600   3.153644    3.11611 7.6792e-02  0.1591775  0.1579901    34.6798    27.7488     1.3031    1511.99   3349.437
   3396.000     1.5590   3.153590    3.10346 7.6550e-02  0.1534225  0.1519315    34.6799    27.7489     1.3020    1512.00   3350.416
   3397.000     1.5561   3.153393    3.11386 7.7299e-02  0.1485887  0.1476857    34.6801    27.7493     1.2990    1512.01   3351.395
   3398.000     1.5547   3.153318    3.10598 7.7310e-02  0.1564773  0.1531278    34.6801    27.7495     1.2976    1512.02   3352.374
   3399.000     1.5544   3.153337    3.11209 7.7553e-02  0.1581010  0.1549269    34.6802    27.7496     1.2972    1512.04   3353.352
   3400.000     1.5543   3.153362    3.12614 7.6933e-02  0.1539107  0.1479547    34.6802    27.7495     1.2970    1512.05   3354.331
   3401.000     1.5542   3.153391    3.11735 7.7253e-02  0.1444407  0.1525823    34.6802    27.7496     1.2968    1512.07   3355.310
   3402.000     1.5542   3.153417    3.12004 7.7967e-02  0.1509023  0.1517423    34.6801    27.7495     1.2967    1512.09   3356.289
   3403.000     1.5532   3.153387    3.11105 7.6901e-02  0.1546365  0.1546729    34.6804    27.7498     1.2956    1512.10   3357.268
   3404.000     1.5525   3.153357    3.11852 7.6416e-02  0.1614147  0.1575134    34.6803    27.7498     1.2948    1512.11   3358.247
   3405.000     1.5520   3.153349    3.12418 7.7038e-02  0.1583016  0.1575092    34.6803    27.7498     1.2942    1512.13   3359.226
   3406.000     1.5518   3.153376    3.12678 7.6071e-02  0.1532632  0.1470721    34.6804    27.7499     1.2940    1512.14   3360.205
   3407.000     1.5516   3.153400    3.11673 7.6906e-02  0.1481959  0.1509005    34.6805    27.7500     1.2936    1512.16   3361.183
   3408.000     1.5510   3.153388    3.11410 7.6773e-02  0.1532997  0.1550018    34.6804    27.7500     1.2930    1512.18   3362.162
   3409.000     1.5505   3.153385    3.12174 7.6653e-02  0.1576117  0.1585222    34.6805    27.7501     1.2924    1512.19   3363.141
   3410.000     1.5493   3.153304    3.12560 7.6096e-02  0.1540506  0.1542177    34.6804    27.7501     1.2911    1512.20   3364.120
   3411.000     1.5487   3.153291    3.12584 7.5985e-02  0.1489386  0.1472759    34.6804    27.7502     1.2904    1512.22   3365.099
   3412.000     1.5485   3.153325    3.12229 7.6047e-02  0.1540965  0.1568717    34.6806    27.7503     1.2901    1512.23   3366.078
   3413.000     1.5485   3.153362    3.12373 7.6192e-02  0.1599701  0.1563355    34.6807    27.7504     1.2900    1512.25   3367.057
   3414.000     1.5484   3.153392    3.12330 7.6466e-02  0.1520278  0.1560065    34.6806    27.7503     1.2898    1512.27   3368.035
   3415.000     1.5486   3.153442    3.13175 7.5894e-02  0.1489234  0.1497384    34.6806    27.7503     1.2899    1512.28   3369.014
   3416.000     1.5487   3.153485    3.12036 7.7440e-02  0.1524856  0.1442875    34.6806    27.7503     1.2899    1512.30   3369.993
   3417.000     1.5482   3.153493    3.11937 7.6522e-02  0.1560490  0.1515047    34.6808    27.7505     1.2893    1512.32   3370.972
   3418.000     1.5471   3.153425    3.12409 7.5657e-02  0.1581673  0.1562579    34.6807    27.7505     1.2881    1512.33   3371.951
   3419.000     1.5462   3.153401    3.12423 7.6783e-02  0.1555819  0.1553816    34.6809    27.7507     1.2871    1512.34   3372.929
   3420.000     1.5457   3.153388    3.13319 7.6436e-02  0.1508381  0.1501766    34.6808    27.7507     1.2865    1512.36   3373.908
   3421.000     1.5451   3.153378    3.14881 7.7918e-02  0.1462765  0.1424165    34.6809    27.7508     1.2859    1512.37   3374.887
   3422.000     1.5448   3.153381    3.13357 7.6377e-02  0.1559061  0.1506540    34.6808    27.7507     1.2855    1512.39   3375.866
   3423.000     1.5444   3.153387    3.13626 7.6334e-02  0.1543675  0.1547800    34.6809    27.7508     1.2850    1512.40   3376.845
   3424.000     1.5440   3.153389    3.13985 7.6599e-02  0.1544775  0.1481909    34.6809    27.7509     1.2845    1512.42   3377.823
   3425.000     1.5439   3.153424    3.13368 7.6641e-02  0.1433877  0.1509658    34.6809    27.7509     1.2843    1512.44   3378.802
   3426.000     1.5439   3.153460    3.14131 7.6630e-02  0.1520502  0.1554397    34.6809    27.7509     1.2842    1512.45   3379.781
   3427.000     1.5440   3.153503    3.13514 7.7128e-02  0.1547005  0.1513438    34.6810    27.7509     1.2842    1512.47   3380.760
   3428.000     1.5437   3.153513    3.13638 7.7184e-02  0.1582696  0.1455900    34.6809    27.7509     1.2838    1512.49   3381.739
   3429.000     1.5434   3.153531    3.13829 7.6414e-02  0.1523607  0.1463424    34.6811    27.7511     1.2834    1512.50   3382.717
   3430.000     1.5433   3.153556    3.12994 7.6557e-02  0.1492661  0.1500626    34.6809    27.7510     1.2832    1512.52   3383.696
   3431.000     1.5432   3.153586    3.13252 7.6620e-02  0.1568747  0.1544429    34.6810    27.7510     1.2830    1512.54   3384.675
   3432.000     1.5425   3.153559    3.14489 7.7761e-02  0.1579245  0.1586806    34.6810    27.7511     1.2822    1512.55   3385.653
   3433.000     1.5419   3.153558    3.14549 7.7658e-02  0.1576322  0.1482608    34.6812    27.7513     1.2815    1512.56   3386.632
   3434.000     1.5416   3.153562    3.14636 7.5423e-02  0.1474831  0.1494661    34.6811    27.7512     1.2811    1512.58   3387.611
   3435.000     1.5409   3.153539    3.15250 7.5390e-02  0.1514852  0.1509386    34.6811    27.7513     1.2804    1512.59   3388.590
   3436.000     1.5399   3.153501    3.14225 7.6499e-02  0.1578695  0.1514423    34.6812    27.7515     1.2793    1512.61   3389.568
   3437.000     1.5391   3.153462    3.15152 7.5797e-02  0.1582627  0.1538532    34.6812    27.7515     1.2784    1512.62   3390.547
   3438.000     1.5384   3.153442    3.14363 7.5700e-02  0.1490111  0.1529703    34.6813    27.7516     1.2776    1512.63   3391.526
   3439.000     1.5381   3.153453    3.14845 7.5622e-02  0.1469525  0.1525306    34.6812    27.7516     1.2773    1512.65   3392.505
   3440.000     1.5369   3.153400    3.15353 7.5994e-02  0.1546343  0.1535376    34.6814    27.7518     1.2760    1512.66   3393.483
   3441.000     1.5355   3.153313    3.15008 7.6482e-02  0.1569939  0.1566557    34.6814    27.7519     1.2745    1512.67   3394.462
   3442.000     1.5351   3.153320    3.15055 7.7313e-02  0.1605554  0.1569829    34.6815    27.7520     1.2739    1512.69   3395.441
   3443.000     1.5348   3.153335    3.16387 7.5400e-02  0.1523764  0.1532613    34.6816    27.7521     1.2736    1512.71   3396.419
   3444.000     1.5346   3.153353    3.16292 7.6881e-02  0.1480343  0.1454603    34.6815    27.7521     1.2733    1512.72   3397.398
   3445.000     1.5338   3.153327    3.15741 7.6750e-02  0.1565224  0.1540804    34.6816    27.7522     1.2724    1512.74   3398.377
   3446.000     1.5324   3.153244    3.15446 7.7248e-02  0.1482924  0.1569172    34.6817    27.7523     1.2709    1512.75   3399.356
   3447.000     1.5314   3.153203    3.17152 7.5570e-02  0.1536219  0.1535351    34.6818    27.7525     1.2699    1512.76   3400.334
   3448.000     1.5306   3.153173    3.15820 7.6239e-02  0.1554133  0.1473447    34.6819    27.7526     1.2690    1512.77   3401.313
   3449.000     1.5306   3.153217    3.16548 7.5488e-02  0.1456861  0.1487953    34.6819    27.7526     1.2689    1512.79   3402.292
   3450.000     1.5307   3.153261    3.17017 7.6380e-02  0.1585192  0.1540627    34.6819    27.7526     1.2689    1512.81   3403.270
   3451.000     1.5309   3.153301    3.17256 7.6018e-02  0.1550148  0.1529135    34.6817    27.7525     1.2690    1512.83   3404.249
   3452.000     1.5309   3.153348    3.16158 7.6762e-02  0.1516135  0.1488822    34.6818    27.7526     1.2689    1512.84   3405.228
   3453.000     1.5304   3.153355    3.17255 7.6753e-02  0.1480594  0.1487949    34.6820    27.7528     1.2683    1512.86   3406.206
   3454.000     1.5297   3.153327    3.16546 7.6072e-02  0.1492918  0.1477575    34.6820    27.7528     1.2675    1512.87   3407.185
   3455.000     1.5287   3.153281    3.16235 7.5594e-02  0.1543666  0.1521579    34.6821    27.7529     1.2664    1512.88   3408.164
   3456.000     1.5283   3.153285    3.17105 7.7062e-02  0.1562126  0.1534589    34.6821    27.7530     1.2659    1512.90   3409.142
   3457.000     1.5274   3.153239    3.16036 7.5948e-02  0.1484339  0.1479773    34.6821    27.7530     1.2649    1512.91   3410.121
   3458.000     1.5271   3.153256    3.17192 7.5339e-02  0.1506776  0.1470918    34.6821    27.7531     1.2645    1512.93   3411.099
   3459.000     1.5271   3.153290    3.17621 7.6338e-02  0.1474437  0.1527793    34.6821    27.7531     1.2644    1512.95   3412.078
   3460.000     1.5269   3.153319    3.17798 7.6674e-02  0.1528688  0.1549204    34.6822    27.7532     1.2642    1512.96   3413.057
   3461.000     1.5267   3.153345    3.16937 7.6375e-02  0.1561130  0.1534616    34.6823    27.7533     1.2639    1512.98   3414.035
   3462.000     1.5266   3.153368    3.17725 7.6138e-02  0.1480717  0.1513893    34.6822    27.7532     1.2637    1513.00   3415.014
   3463.000     1.5264   3.153389    3.17642 7.5442e-02  0.1480197  0.1457980    34.6823    27.7533     1.2634    1513.01   3415.993
   3464.000     1.5263   3.153423    3.17897 7.6181e-02  0.1539412  0.1537305    34.6824    27.7534     1.2632    1513.03   3416.971
   3465.000     1.5261   3.153442    3.17000 7.6919e-02  0.1558345  0.1538465    34.6824    27.7534     1.2629    1513.04   3417.950
   3466.000     1.5255   3.153426    3.17301 7.6465e-02  0.1560849  0.1505878    34.6824    27.7534     1.2622    1513.06   3418.928
   3467.000     1.5246   3.153393    3.16990 7.6057e-02  0.1500993  0.1497351    34.6824    27.7535     1.2612    1513.07   3419.907
   3468.000     1.5236   3.153352    3.18244 7.5722e-02  0.1485337  0.1502376    34.6826    27.7537     1.2601    1513.08   3420.886
   3469.000     1.5234   3.153369    3.17851 7.6351e-02  0.1520793  0.1536559    34.6826    27.7538     1.2598    1513.10   3421.864
   3470.000     1.5232   3.153384    3.18433 7.5507e-02  0.1529295  0.1595354    34.6825    27.7537     1.2596    1513.12   3422.843
   3471.000     1.5223   3.153350    3.17396 7.6739e-02  0.1518479  0.1576497    34.6827    27.7539     1.2585    1513.13   3423.821
   3472.000     1.5213   3.153303    3.17413 7.5436e-02  0.1495697  0.1468006    34.6826    27.7539     1.2575    1513.14   3424.800
   3473.000     1.5212   3.153339    3.18922 7.6740e-02  0.1482598  0.1489434    34.6827    27.7540     1.2573    1513.16   3425.778
   3474.000     1.5212   3.153367    3.18921 7.6983e-02  0.1478335  0.1479251    34.6827    27.7540     1.2572    1513.18   3426.757
   3475.000     1.5212   3.153404    3.17949 7.5391e-02  0.1548873  0.1554780    34.6827    27.7539     1.2571    1513.20   3427.736
   3476.000     1.5212   3.153446    3.17992 7.7423e-02  0.1559562  0.1530845    34.6827    27.7540     1.2570    1513.21   3428.714
   3477.000     1.5210   3.153465    3.19083 7.6486e-02  0.1522920  0.1490453    34.6827    27.7540     1.2567    1513.23   3429.693
   3478.000     1.5206   3.153471    3.19487 7.6865e-02  0.1483364  0.1484601    34.6828    27.7541     1.2562    1513.24   3430.671
   3479.000     1.5203   3.153485    3.18647 7.5939e-02  0.1503005  0.1504168    34.6829    27.7542     1.2558    1513.26   3431.650
   3480.000     1.5204   3.153516    3.17483 7.7016e-02  0.1518963  0.1528361    34.6827    27.7541     1.2558    1513.28   3432.629
   3481.000     1.5205   3.153566    3.18661 7.6451e-02  0.1584154  0.1528472    34.6828    27.7541     1.2558    1513.29   3433.607
