Sample.number	Marker	replicate	Extraction_lab	Sequencing_lab	Library_name	Location.name	Location.ID	SampleID	Cruise	Station	Tow	net	Mesh_size	Size_frac	Min_depth	Max_depth	Depth_midpoint	depth_bin	Diel	dna-conc	Province	Lat(N)	Lon(W)
S2268	COI	rep2	Goetze	Allen	library-ENP		DG5B-M185	M185	DG5B		2	1	200um	LG	1250	1500	1375		Night	72.6		10.8595	-116.20965
S2269	COI	rep2	Goetze	Allen	library-ENP		DG5B-M54	M54	DG5B		2	2	200um	SM	1000	1250	1125		Night	29.4		10.8595	-116.20965
S2270	COI	rep2	Goetze	Allen	library-ENP		DG5B-M155	M155	DG5B		2	2	200um	LG	1000	1250	1125		Night	74.4		10.8595	-116.20965
S2271	COI	rep2	Goetze	Allen	library-ENP		DG5B-M53	M53	DG5B		2	3	200um	SM	800	1000	900		Night	90.4		10.8595	-116.20965
S2272	COI	rep2	Goetze	Allen	library-ENP		DG5B-M157	M157	DG5B		2	3	200um	LG	800	1000	900		Night	80.8		10.8595	-116.20965
S2273	COI	rep2	Goetze	Allen	library-ENP		DG5B-M51	M51	DG5B		2	4	200um	SM	700	800	750		Night	84.2		10.8595	-116.20965
S2274	COI	rep2	Goetze	Allen	library-ENP		DG5B-M156	M156	DG5B		2	4	200um	LG	700	800	750		Night	470		10.8595	-116.20965
S2275	COI	rep2	Goetze	Allen	library-ENP		DG5B-M55	M55	DG5B		2	5	200um	SM	500	700	600		Night	13.9		10.8595	-116.20965
S2276	COI	rep2	Goetze	Allen	library-ENP		DG5B-M165	M165	DG5B		2	5	200um	LG	500	700	600		Night	165		10.8595	-116.20965
S2277	COI	rep2	Goetze	Allen	library-ENP		DG5B-M79	M79	DG5B		2	6	200um	SM	300	500	400		Night	84.2		10.8595	-116.20965
S2278	COI	rep2	Goetze	Allen	library-ENP		DG5B-M131	M131	DG5B		2	6	200um	LG	300	500	400		Night	136		10.8595	-116.20965
S2279	COI	rep2	Goetze	Allen	library-ENP		DG5B-M91	M91	DG5B		2	7	200um	SM	100	300	200		Night	52		10.8595	-116.20965
S2280	COI	rep2	Goetze	Allen	library-ENP		DG5B-M202	M202	DG5B		2	7	200um	LG	100	300	200		Night	330		10.8595	-116.20965
S2281	COI	rep2	Goetze	Allen	library-ENP		DG5B-M102	M102	DG5B		2	8	200um	SM	50	100	75		Night	91.2		10.8595	-116.20965
S2282	COI	rep2	Goetze	Allen	library-ENP		DG5B-M199	M199	DG5B		2	8	200um	LG	50	100	75		Night	438		10.8595	-116.20965
S2283	COI	rep2	Goetze	Allen	library-ENP		DG5B-M103	M103	DG5B		2	9	200um	SM	0	50	25		Night	13		10.8595	-116.20965
S2284	COI	rep2	Goetze	Allen	library-ENP		DG5B-M132	M132	DG5B		2	9	200um	LG	0	50	25		Night	15.4		10.8595	-116.20965
S2285	COI	rep2	Goetze	Allen	library-ENP		MOCK-EVEN	MOCK-EVEN	na	na	na	na	100um	na	na	na	na		na	na		na	na
S2286	COI	rep2	Goetze	Allen	library-ENP		MOCK-STAGGERED	MOCK-STAGGERED	na	na	na	na	100um	na	na	na	na		na	na		na	na
S2287	COI	rep2	Goetze	Allen	library-ENP		NC	NC	NC		na	na	na	na	na	na	na		na	na		na	na
S2288	COI	rep2	Goetze	Allen	library-ENP		KH-14-3 st 5 (0-200m)	H07	KH-14-3	st5	na	3	100um	na	0	200	100					20.01	-169.9733333
S2297	COI	rep3	Goetze	Allen	library-ENP		DG5B-M192	M192	DG5B		4	1	200um	SM	1250	1500	1375		Day	19		10.8595	-116.20965
S2298	COI	rep3	Goetze	Allen	library-ENP		DG5B-M198	M198	DG5B		4	1	200um	LG	1250	1500	1375		Day	26.8		10.8595	-116.20965
S2299	COI	rep3	Goetze	Allen	library-ENP		DG5B-M73	M73	DG5B		4	2	200um	SM	1000	1250	1125		Day	13		10.8595	-116.20965
S2300	COI	rep3	Goetze	Allen	library-ENP		DG5B-M145	M145	DG5B		4	2	200um	LG	1000	1250	1125		Day	78.2		10.8595	-116.20965
S2301	COI	rep3	Goetze	Allen	library-ENP		DG5B-M74	M74	DG5B		4	3	200um	SM	800	1000	900		Day	46.6		10.8595	-116.20965
S2302	COI	rep3	Goetze	Allen	library-ENP		DG5B-M146	M146	DG5B		4	3	200um	LG	800	1000	900		Day	244		10.8595	-116.20965
S2303	COI	rep3	Goetze	Allen	library-ENP		DG5B-M26	M26	DG5B		4	4	200um	SM	700	800	750		Day	57.2		10.8595	-116.20965
S2304	COI	rep3	Goetze	Allen	library-ENP		DG5B-M209	M209	DG5B		4	4	200um	LG	700	800	750		Day	260		10.8595	-116.20965
S2305	COI	rep3	Goetze	Allen	library-ENP		DG5B-M56	M56	DG5B		4	5	200um	SM	500	700	600		Day	9.08		10.8595	-116.20965
S2306	COI	rep3	Goetze	Allen	library-ENP		DG5B-M159	M159	DG5B		4	5	200um	LG	500	700	600		Day	104		10.8595	-116.20965
S2307	COI	rep3	Goetze	Allen	library-ENP		DG5B-M75	M75	DG5B		4	6	200um	SM	300	500	400		Day	84		10.8595	-116.20965
S2308	COI	rep3	Goetze	Allen	library-ENP		DG5B-M182	M182	DG5B		4	6	200um	LG	300	500	400		Day	69.6		10.8595	-116.20965
S2309	COI	rep3	Goetze	Allen	library-ENP		DG5B-M92	M92	DG5B		4	7	200um	SM	100	300	200		Day	132		10.8595	-116.20965
S2310	COI	rep3	Goetze	Allen	library-ENP		DG5B-M183	M183	DG5B		4	7	200um	LG	100	300	200		Day	380		10.8595	-116.20965
S2311	COI	rep3	Goetze	Allen	library-ENP		DG5B-M71	M71	DG5B		4	8	200um	SM	50	100	75		Day	16.8		10.8595	-116.20965
S2312	COI	rep3	Goetze	Allen	library-ENP		DG5B-M203	M203	DG5B		4	8	200um	LG	50	100	75		Day	16.8		10.8595	-116.20965
S2313	COI	rep3	Goetze	Allen	library-ENP		DG5B-M105	M105	DG5B		4	9	200um	SM	0	50	25		Day	151		10.8595	-116.20965
S2314	COI	rep3	Goetze	Allen	library-ENP		DG5B-M204	M204	DG5B		4	9	200um	LG	0	50	25		Day	7.96		10.8595	-116.20965
S2315	COI	rep3	Goetze	Allen	library-ENP		DG5B-M52	M52	DG5B		2	1	200um	SM	1250	1500	1375		Night	24.2		10.8595	-116.20965
S2316	COI	rep3	Goetze	Allen	library-ENP		DG5B-M185	M185	DG5B		2	1	200um	LG	1250	1500	1375		Night	72.6		10.8595	-116.20965
S2317	COI	rep3	Goetze	Allen	library-ENP		DG5B-M54	M54	DG5B		2	2	200um	SM	1000	1250	1125		Night	29.4		10.8595	-116.20965
S2318	COI	rep3	Goetze	Allen	library-ENP		DG5B-M155	M155	DG5B		2	2	200um	LG	1000	1250	1125		Night	74.4		10.8595	-116.20965
S2319	COI	rep3	Goetze	Allen	library-ENP		DG5B-M53	M53	DG5B		2	3	200um	SM	800	1000	900		Night	90.4		10.8595	-116.20965
S2320	COI	rep3	Goetze	Allen	library-ENP		DG5B-M157	M157	DG5B		2	3	200um	LG	800	1000	900		Night	80.8		10.8595	-116.20965
S2321	COI	rep3	Goetze	Allen	library-ENP		DG5B-M51	M51	DG5B		2	4	200um	SM	700	800	750		Night	84.2		10.8595	-116.20965
S2322	COI	rep3	Goetze	Allen	library-ENP		DG5B-M156	M156	DG5B		2	4	200um	LG	700	800	750		Night	470		10.8595	-116.20965
S2323	COI	rep3	Goetze	Allen	library-ENP		DG5B-M55	M55	DG5B		2	5	200um	SM	500	700	600		Night	13.9		10.8595	-116.20965
S2324	COI	rep3	Goetze	Allen	library-ENP		DG5B-M165	M165	DG5B		2	5	200um	LG	500	700	600		Night	165		10.8595	-116.20965
S2325	COI	rep3	Goetze	Allen	library-ENP		DG5B-M79	M79	DG5B		2	6	200um	SM	300	500	400		Night	84.2		10.8595	-116.20965
S2326	COI	rep3	Goetze	Allen	library-ENP		DG5B-M131	M131	DG5B		2	6	200um	LG	300	500	400		Night	136		10.8595	-116.20965
S2327	COI	rep3	Goetze	Allen	library-ENP		DG5B-M91	M91	DG5B		2	7	200um	SM	100	300	200		Night	52		10.8595	-116.20965
S2328	COI	rep3	Goetze	Allen	library-ENP		DG5B-M202	M202	DG5B		2	7	200um	LG	100	300	200		Night	330		10.8595	-116.20965
S2329	COI	rep3	Goetze	Allen	library-ENP		DG5B-M102	M102	DG5B		2	8	200um	SM	50	100	75		Night	91.2		10.8595	-116.20965
S2330	COI	rep3	Goetze	Allen	library-ENP		DG5B-M199	M199	DG5B		2	8	200um	LG	50	100	75		Night	438		10.8595	-116.20965
S2331	COI	rep3	Goetze	Allen	library-ENP		DG5B-M103	M103	DG5B		2	9	200um	SM	0	50	25		Night	13		10.8595	-116.20965
S2332	COI	rep3	Goetze	Allen	library-ENP		DG5B-M132	M132	DG5B		2	9	200um	LG	0	50	25		Night	15.4		10.8595	-116.20965
S2333	COI	rep3	Goetze	Allen	library-ENP		MOCK-EVEN	MOCK-EVEN	na	na	na	na	100um	na	na	na	na		na	na		na	na
S2334	COI	rep3	Goetze	Allen	library-ENP		MOCK-STAGGERED	MOCK-STAGGERED	na	na	na	na	100um	na	na	na	na		na	na		na	na
S2335	COI	rep3	Goetze	Allen	library-ENP		NC	NC	NC		na	na	na	na	na	na	na		na	na		na	na
S2336	COI	rep3	Goetze	Allen	library-ENP		KH-14-3 st 5 (0-200m)	H07	KH-14-3	st5	na	3	100um	na	0	200	100					20.01	-169.9733333
S3001	COI	repA	Goetze	Goetze	DG5B		DG5B-M192	M192	DG5B		4	1	200um	SM	1250	1500	1375		Day			10.8595	-116.20965
S3002	COI	repA	Goetze	Goetze	DG5B		DG5B-M198	M198	DG5B		4	1	200um	LG	1250	1500	1375		Day			10.8595	-116.20965
S3003	COI	repA	Goetze	Goetze	DG5B		DG5B-M73	M73	DG5B		4	2	200um	SM	1000	1250	1125		Day			10.8595	-116.20965
S3004	COI	repA	Goetze	Goetze	DG5B		DG5B-M145	M145	DG5B		4	2	200um	LG	1000	1250	1125		Day			10.8595	-116.20965
S3005	COI	repA	Goetze	Goetze	DG5B		DG5B-M74	M74	DG5B		4	3	200um	SM	800	1000	900		Day			10.8595	-116.20965
S3006	COI	repA	Goetze	Goetze	DG5B		DG5B-M146	M146	DG5B		4	3	200um	LG	800	1000	900		Day			10.8595	-116.20965
S3007	COI	repA	Goetze	Goetze	DG5B		DG5B-M26	M26	DG5B		4	4	200um	SM	700	800	750		Day			10.8595	-116.20965
S3008	COI	repA	Goetze	Goetze	DG5B		DG5B-M209	M209	DG5B		4	4	200um	LG	700	800	750		Day			10.8595	-116.20965
S3009	COI	repA	Goetze	Goetze	DG5B		DG5B-M56	M56	DG5B		4	5	200um	SM	500	700	600		Day			10.8595	-116.20965
S3010	COI	repA	Goetze	Goetze	DG5B		DG5B-M159	M159	DG5B		4	5	200um	LG	500	700	600		Day			10.8595	-116.20965
S3011	COI	repA	Goetze	Goetze	DG5B		DG5B-M75	M75	DG5B		4	6	200um	SM	300	500	400		Day			10.8595	-116.20965
S3012	COI	repA	Goetze	Goetze	DG5B		DG5B-M182	M182	DG5B		4	6	200um	LG	300	500	400		Day			10.8595	-116.20965
S3013	COI	repA	Goetze	Goetze	DG5B		DG5B-M92	M92	DG5B		4	7	200um	SM	100	300	200		Day			10.8595	-116.20965
S3014	COI	repA	Goetze	Goetze	DG5B		DG5B-M183	M183	DG5B		4	7	200um	LG	100	300	200		Day			10.8595	-116.20965
S3015	COI	repA	Goetze	Goetze	DG5B		DG5B-M71	M71	DG5B		4	8	200um	SM	50	100	75		Day			10.8595	-116.20965
S3016	COI	repA	Goetze	Goetze	DG5B		DG5B-M203	M203	DG5B		4	8	200um	LG	50	100	75		Day			10.8595	-116.20965
S3017	COI	repA	Goetze	Goetze	DG5B		DG5B-M105	M105	DG5B		4	9	200um	SM	0	50	25		Day			10.8595	-116.20965
S3018	COI	repA	Goetze	Goetze	DG5B		DG5B-M204	M204	DG5B		4	9	200um	LG	0	50	25		Day			10.8595	-116.20965
S3019	COI	repA	Goetze	Goetze	DG5B		DG5B-M52	M52	DG5B		2	1	200um	SM	1250	1500	1375		Night			10.8595	-116.20965
S3020	COI	repA	Goetze	Goetze	DG5B		DG5B-M185	M185	DG5B		2	1	200um	LG	1250	1500	1375		Night			10.8595	-116.20965
S3021	COI	repA	Goetze	Goetze	DG5B		DG5B-M54	M54	DG5B		2	2	200um	SM	1000	1250	1125		Night			10.8595	-116.20965
S3022	COI	repA	Goetze	Goetze	DG5B		DG5B-M155	M155	DG5B		2	2	200um	LG	1000	1250	1125		Night			10.8595	-116.20965
S3023	COI	repA	Goetze	Goetze	DG5B		DG5B-M53	M53	DG5B		2	3	200um	SM	800	1000	900		Night			10.8595	-116.20965
S3024	COI	repA	Goetze	Goetze	DG5B		DG5B-M157	M157	DG5B		2	3	200um	LG	800	1000	900		Night			10.8595	-116.20965
S3025	COI	repA	Goetze	Goetze	DG5B		DG5B-M51	M51	DG5B		2	4	200um	SM	700	800	750		Night			10.8595	-116.20965
S3026	COI	repA	Goetze	Goetze	DG5B		DG5B-M156	M156	DG5B		2	4	200um	LG	700	800	750		Night			10.8595	-116.20965
S3027	COI	repA	Goetze	Goetze	DG5B		DG5B-M55	M55	DG5B		2	5	200um	SM	500	700	600		Night			10.8595	-116.20965
S3028	COI	repA	Goetze	Goetze	DG5B		DG5B-M165	M165	DG5B		2	5	200um	LG	500	700	600		Night			10.8595	-116.20965
S3029	COI	repA	Goetze	Goetze	DG5B		DG5B-M79	M79	DG5B		2	6	200um	SM	300	500	400		Night			10.8595	-116.20965
S3030	COI	repA	Goetze	Goetze	DG5B		DG5B-M131	M131	DG5B		2	6	200um	LG	300	500	400		Night			10.8595	-116.20965
S3031	COI	repA	Goetze	Goetze	DG5B		DG5B-M91	M91	DG5B		2	7	200um	SM	100	300	200		Night			10.8595	-116.20965
S3032	COI	repA	Goetze	Goetze	DG5B		DG5B-M202	M202	DG5B		2	7	200um	LG	100	300	200		Night			10.8595	-116.20965
S3033	COI	repA	Goetze	Goetze	DG5B		DG5B-M102	M102	DG5B		2	8	200um	SM	50	100	75		Night			10.8595	-116.20965
S3034	COI	repA	Goetze	Goetze	DG5B		DG5B-M199	M199	DG5B		2	8	200um	LG	50	100	75		Night			10.8595	-116.20965
S3035	COI	repA	Goetze	Goetze	DG5B		DG5B-M103	M103	DG5B		2	9	200um	SM	0	50	25		Night			10.8595	-116.20965
S3036	COI	repA	Goetze	Goetze	DG5B		DG5B-M132	M132	DG5B		2	9	200um	LG	0	50	25		Night			10.8595	-116.20965
S3037	COI	repA	Goetze	Goetze	DG5B		NC	NC	na		na	na	na	na	na	na	na		na			na	na
S3038	COI	repA	Goetze	Goetze	DG5B		NC	NC	na		na	na	na	na	na	na	na		na			na	na
S3039	COI	repA	Goetze	Goetze	DG5B		NC	NC	na		na	na	na	na	na	na	na		na			na	na
S3040	COI	repA	Goetze	Goetze	DG5B		NC	NC	na		na	na	na	na	na	na	na		na			na	na
S3041	COI	repA	Goetze	Goetze	DG5B		NC	NC	na		na	na	na	na	na	na	na		na			na	na
S3042	COI	repA	Goetze	Goetze	DG5B		NC	NC	na		na	na	na	na	na	na	na		na			na	na
S3043	COI	repA	Goetze	Goetze	DG5B		NC	NC	na		na	na	na	na	na	na	na		na			na	na
S3044	COI	repA	Goetze	Goetze	DG5B		NC	NC	na		na	na	na	na	na	na	na		na			na	na
S3045	COI	repA	Goetze	Goetze	DG5B		NC	NC	na		na	na	na	na	na	na	na		na			na	na
