Sample.number	Marker	replicate	Extraction_lab	Sequencing_lab	Library_name	Location.name	Location.ID	SampleID	Cruise	Station	Tow	net	Mesh_size	Size_frac	Min_depth	Max_depth	Depth_midpoint	depth_bin	Diel	dna-conc	Province	Lat(N)	Lon(W)
S2020	18S	rep2	Allen	Allen	library-P2107			P2107s28	P2107	Cycle 3	6	9	200um	na	0	50	25		Night			34.42	-130.41
S2021	18S	rep2	Allen	Allen	library-P2107			P2107s29	P2107	Cycle 3	6	1	200um	na	800	1000	900		Night			34.42	-130.41
S2022	18S	rep2	Allen	Allen	library-P2107			P2107s30	P2107	Cycle 3	6	2	200um	na	600	800	700		Night			34.42	-130.41
S2023	18S	rep2	Allen	Allen	library-P2107			P2107s31	P2107	Cycle 3	6	3	200um	na	500	600	550		Night			34.42	-130.41
S2024	18S	rep2	Allen	Allen	library-P2107			P2107s32	P2107	Cycle 3	6	4	200um	na	400	500	450		Night			34.42	-130.41
S2025	18S	rep2	Allen	Allen	library-P2107			P2107s33	P2107	Cycle 3	6	5	200um	na	300	400	350		Night			34.42	-130.41
S2026	18S	rep2	Allen	Allen	library-P2107			P2107s34	P2107	Cycle 3	6	6	200um	na	200	300	250		Night			34.42	-130.41
S2027	18S	rep2	Allen	Allen	library-P2107			P2107s35	P2107	Cycle 3	6	7	200um	na	100	200	150		Night			34.42	-130.41
S2028	18S	rep2	Allen	Allen	library-P2107			P2107s36	P2107	Cycle 3	6	8	200um	na	50	100	75		Night			34.42	-130.41
S2029	18S	rep2	Allen	Allen	library-P2107			MOCK-EVEN	na	na	na	na	100um	na	na	na	na		na			na	na
S2030	18S	rep2	Allen	Allen	library-P2107			MOCK-STAGGERED	na	na	na	na	100um	na	na	na	na		na			na	na
S2031	18S	rep2	Allen	Allen	library-P2107			NC	NC	na	na	na	na	na	na	na	na		na			na	na
S2032	18S	rep2	Allen	Allen	library-P2107			H04	KH-14-3	st4	na	3	100um	na	0	200	100					15.01333333	-170.02
S2041	18S	rep3	Allen	Allen	library-P2107			P2107s1	P2107	Cycle 1	3	8	200um	na	50	100	75		Day			36.145	-122.28
S2042	18S	rep3	Allen	Allen	library-P2107			P2107s2	P2107	Cycle 1	3	9	200um	na	0	50	25		Day			36.145	-122.28
S2043	18S	rep3	Allen	Allen	library-P2107			P2107s3	P2107	Cycle 1	3	7	200um	na	100	200	150		Day			36.145	-122.28
S2044	18S	rep3	Allen	Allen	library-P2107			P2107s4	P2107	Cycle 1	3	6	200um	na	200	300	250		Day			36.145	-122.28
S2045	18S	rep3	Allen	Allen	library-P2107			P2107s5	P2107	Cycle 1	3	5	200um	na	300	400	350		Day			36.145	-122.28
S2046	18S	rep3	Allen	Allen	library-P2107			P2107s6	P2107	Cycle 1	3	4	200um	na	400	600	500		Day			36.145	-122.28
S2047	18S	rep3	Allen	Allen	library-P2107			P2107s7	P2107	Cycle 1	4	6	200um	na	200	300	250		Night			36.145	-122.28
S2048	18S	rep3	Allen	Allen	library-P2107			P2107s8	P2107	Cycle 1	4	7	200um	na	100	200	150		Night			36.145	-122.28
S2049	18S	rep3	Allen	Allen	library-P2107			P2107s9	P2107	Cycle 1	4	8	200um	na	50	100	75		Night			36.145	-122.28
S2050	18S	rep3	Allen	Allen	library-P2107			P2107s10	P2107	Cycle 1	4	9	200um	na	0	50	25		Night			36.145	-122.28
S2051	18S	rep3	Allen	Allen	library-P2107			P2107s11	P2107	Cycle 1	3	1	200um	na	800	1000	900		Day			36.145	-122.28
S2052	18S	rep3	Allen	Allen	library-P2107			P2107s12	P2107	Cycle 1	3	2	200um	na	600	800	700		Day			36.145	-122.28
S2053	18S	rep3	Allen	Allen	library-P2107			P2107s13	P2107	Cycle 1	3	3	200um	na	500	600	550		Day			36.145	-122.28
S2054	18S	rep3	Allen	Allen	library-P2107			P2107s14	P2107	Cycle 1	4	1	200um	na	800	1000	900		Night			36.145	-122.28
S2055	18S	rep3	Allen	Allen	library-P2107			P2107s15	P2107	Cycle 1	4	2	200um	na	600	800	700		Night			36.145	-122.28
S2056	18S	rep3	Allen	Allen	library-P2107			P2107s16	P2107	Cycle 1	4	3	200um	na	500	600	550		Night			36.145	-122.28
S2057	18S	rep3	Allen	Allen	library-P2107			P2107s17	P2107	Cycle 1	4	5	200um	na	300	400	350		Night			36.145	-122.28
S2058	18S	rep3	Allen	Allen	library-P2107			P2107s18	P2107	Cycle 1	4	4	200um	na	400	500	450		Night			36.145	-122.28
S2059	18S	rep3	Allen	Allen	library-P2107			P2107s19	P2107	Cycle 3	7	9	200um	na	0	50	25		Day			34.42	-130.41
S2060	18S	rep3	Allen	Allen	library-P2107			P2107s20	P2107	Cycle 3	7	8	200um	na	50	100	75		Day			34.42	-130.41
S2061	18S	rep3	Allen	Allen	library-P2107			P2107s21	P2107	Cycle 3	7	7	200um	na	100	200	150		Day			34.42	-130.41
S2062	18S	rep3	Allen	Allen	library-P2107			P2107s22	P2107	Cycle 3	7	6	200um	na	200	300	250		Day			34.42	-130.41
S2063	18S	rep3	Allen	Allen	library-P2107			P2107s23	P2107	Cycle 3	7	1	200um	na	800	1000	900		Day			34.42	-130.41
S2064	18S	rep3	Allen	Allen	library-P2107			P2107s24	P2107	Cycle 3	7	2	200um	na	600	800	700		Day			34.42	-130.41
S2065	18S	rep3	Allen	Allen	library-P2107			P2107s25	P2107	Cycle 3	7	3	200um	na	500	600	550		Day			34.42	-130.41
S2066	18S	rep3	Allen	Allen	library-P2107			P2107s26	P2107	Cycle 3	7	4	200um	na	400	500	450		Day			34.42	-130.41
S2067	18S	rep3	Allen	Allen	library-P2107			P2107s27	P2107	Cycle 3	7	5	200um	na	300	400	350		Day			34.42	-130.41
S2068	18S	rep3	Allen	Allen	library-P2107			P2107s28	P2107	Cycle 3	6	9	200um	na	0	50	25		Night			34.42	-130.41
S2069	18S	rep3	Allen	Allen	library-P2107			P2107s29	P2107	Cycle 3	6	1	200um	na	800	1000	900		Night			34.42	-130.41
S2070	18S	rep3	Allen	Allen	library-P2107			P2107s30	P2107	Cycle 3	6	2	200um	na	600	800	700		Night			34.42	-130.41
S2071	18S	rep3	Allen	Allen	library-P2107			P2107s31	P2107	Cycle 3	6	3	200um	na	500	600	550		Night			34.42	-130.41
S2072	18S	rep3	Allen	Allen	library-P2107			P2107s32	P2107	Cycle 3	6	4	200um	na	400	500	450		Night			34.42	-130.41
S2073	18S	rep3	Allen	Allen	library-P2107			P2107s33	P2107	Cycle 3	6	5	200um	na	300	400	350		Night			34.42	-130.41
S2074	18S	rep3	Allen	Allen	library-P2107			P2107s34	P2107	Cycle 3	6	6	200um	na	200	300	250		Night			34.42	-130.41
S2075	18S	rep3	Allen	Allen	library-P2107			P2107s35	P2107	Cycle 3	6	7	200um	na	100	200	150		Night			34.42	-130.41
S2076	18S	rep3	Allen	Allen	library-P2107			P2107s36	P2107	Cycle 3	6	8	200um	na	50	100	75		Night			34.42	-130.41
S2077	18S	rep3	Allen	Allen	library-P2107			MOCK-EVEN	na	na	na	na	100um	na	na	na	na		na			na	na
S2078	18S	rep3	Allen	Allen	library-P2107			MOCK-STAGGERED	na	na	na	na	100um	na	na	na	na		na			na	na
S2079	18S	rep3	Allen	Allen	library-P2107			NC	NC	na	na	na	na	na	na	na	na		na			na	na
S2080	18S	rep3	Tokyo	Allen	library-P2107			H04	KH-14-3	st4	na	3	100um	na	0	200	100					15.01333333	-170.02
